vote_id,congress,topic_id,topic,vote_time_year,vote_time_month,vote_time_date,vote_time_hour,vote_time_minute,vote_time_second,member_id,vote

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,2,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,675,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,647,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,677,fjarverandi

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,678,fjarverandi

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,38,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,5,fjarverandi

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,679,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,48,fjarverandi

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,221,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,650,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,651,já

39532,136,80,heimild til fjárveitingar úr ríkissjóði vegna sérstakra aðstæðna á fjármálamarkaði,2008,10,06,16,53,43,652,já

